"Co_Ca","Lith","SGDsd","SGDmean","SGDtot","OFtot","CRtot","R1tot","R2tot","k1","k2","k3","K_r3","S1max","S2max","D3","P","ET_act","ET_pot"
123,1,0.000104165681483257,3.28581896470298,1199.79332482583,114.501329685381,87.2771937321531,1955.18871383251,1199.83013743105,214.4464648,114.8781268,8.47584,6.65328857815438e-07,451.4018692,310.6708451,69244.306239646,2144.906564545,830.575097428571,830.575097428571
124,1,0.00101449740128895,4.64285677221581,1695.30598711194,108.401756187083,125.467622398516,2596.80260891578,1695.34477887292,195.3711667,73.96286111,8.47584,5.59283413268885e-06,528.1818182,286.06277777,53629.5541209082,2398.07518925286,594.328654192857,594.328654192857
127,1,0.000411579410106561,4.75165347255421,1735.03232512122,167.054511599024,119.70043258186,3007.10432830002,1734.96321611812,200.2646327,71.32104082,8.47584,2.15441840682946e-06,401.6393443,282.35714283,48370.1255464574,2398.07518925286,496.057461535714,496.057461535714
128,1,0.000382995125906775,4.15077055034028,1515.62421809568,154.732458800824,117.017288845843,2779.73997387177,1515.57907723846,210.5093151,86.32553425,8.47584,2.39484267215567e-06,319.5327103,305.06863016,54148.5830243429,2492.83153378929,822.51999775,822.51999775
130,1,0.000164214576760415,4.18181178755947,1526.95870414314,128.824555000778,119.459401915393,2675.63101077048,1527.00676210494,185.2139813,71.90805607,13.9739073627561,1.15246345881005e-06,337.7884615,303.73883176,64541.3421648269,2532.24820438429,876.416887278571,876.416887278571
131,1,0.00255539720935205,3.91107223439101,1428.10009015763,243.246249258743,52.813805912486,2541.61940702932,1428.15151451644,197.7510667,114.7944,8.47584,1.68075981711531e-05,213.3333333,311.5,48839.5020867363,2492.83153378929,821.433770014098,825.7651687
133,100,0.000934604703582687,2.11763516920143,773.239356068407,114.79706117434,67.4043339505206,1178.66647302454,773.244160492769,74.21415054,26.40865591,586.096893999392,6.80190287355823e-06,413.5338346,324.73,8019.44051054563,2027.86293610071,1139.82171443361,1219.91690014286
134,100,3.73127523022957e-05,2.14418234815061,782.932868838996,142.945863665711,69.5536461447966,1209.31783037763,782.998804880691,70.01962456,24.8580386,729.716388157444,2.72888853524109e-07,359.7461929,327.84364914,1000,1973.62715065071,1047.68248210431,1098.75921164286
135,1,0.000107798937472562,4.05743519549058,1481.54347995342,209.547795454296,88.2186622271005,2554.56820849389,1481.4884926107,131.8591618,47.16806618,11.2073581265712,8.06225905805718e-07,498.5185185,293.43433826,41134.3769237152,2639.98416848643,948.947880421429,948.947880421429
136,10,0.0131740716800113,2.75958753895117,1007.64367850846,173.051749561893,85.0347836164389,1695.33409470094,1007.61955292737,102.7238846,36.1325,131.361551693088,6.08973669194916e-05,364.3589744,320.23384617,46396.4677578614,2191.22584833,1010.55454584074,1084.174823
137,100,0.000608975596350169,1.91323683908137,698.60476581314,162.094592871764,63.0912559700814,1044.14156314263,698.622795081386,70.45819152,24.9284145,1255.82276027723,3.54120594769035e-06,391.5353938,325.61797541,7136.75297328229,1837.35389375071,976.636505797564,982.375532471429
138,1,0.0161816558274061,3.10225872479179,1132.76761436683,225.303927585116,105.088889804003,2208.25675796644,1132.78737499841,142.4984,50.37626667,8.47584,7.85190161967761e-05,242.2222222,314.57533331,226193.202402953,2220.26020597,862.168903386472,943.776634142857
139,1,0.00063162132551651,2.88558018152835,1053.64899199807,187.435423001741,91.2609412565162,1960.5237127822,1053.63625950809,132.1592766,46.99715957,29.7836376689313,3.21969094065386e-06,304.5454545,310.52968086,45023.4563828513,2220.26020597,979.188523460174,1083.74390607143
140,1,0.00666211782073909,3.87050146426813,1413.28596323848,337.11082133269,123.489160748163,3077.71408279322,1413.27747053292,159.6681429,56.74635714,8.47584,2.9647068855077e-05,189.5238095,307.10249997,86894.4403685068,2617.78450600357,867.39621413796,1000.828501
141,1,0.0054313244476754,3.1277528416423,1142.07660903396,101.289868221256,97.101641569193,2314.36506425328,1142.05909990399,249.6815417,87.8055,31.1097821456274,2.97929520200688e-05,278,297.67791669,65770.6499015156,1991.36021140143,748.011243276182,750.929570014286
143,10,0.00122620444026109,3.35697789028801,1225.77649822517,564.790465958214,65.3262817527646,1958.57723431574,1225.71762434393,39.9414375,14.2261875,268.029594831616,8.91749451596139e-06,439.2156863,331.09125,2393.04971765556,3077.71781358786,1287.20972328571,1287.20972328571
144,10,0.000861500992965597,2.92552026538027,1068.23282833028,650.434402080562,65.2375160387272,1679.27371394393,1068.24364475578,31.73376582,11.29894304,253.693622529717,7.55355130336678e-06,361.1926606,350.88563293,7890.46745370151,2898.00481436286,1179.32676752652,1181.63516328571
145,1,0.000554835649296961,2.8599364728729,1044.28537495188,153.549469579045,89.9018741367913,1879.49711746455,1044.24469070169,176.7221667,68.52568889,8.47584,3.8909156119402e-06,336.0483871,297.82433331,50786.0535422915,2105.52071603214,907.72655575141,910.000311642857
146,1,0.000482267779670786,3.04269523084511,1111.01843000573,99.7971399184099,84.1485291351363,1686.57557154109,1110.9532604423,208.7353855,122.2925422,8.47584,2.82737271024192e-06,503.125,312.53734939,53155.1703769994,2105.52071603214,894.770315671429,894.770315671429
153,1,0.00662045665287112,3.24074365506138,1183.3343974767,86.5749964599559,49.1559111044314,1851.67845447536,1183.3009140279,267.493125,188.716375,8.47584,3.78739014841623e-05,533.3333333,317.09125,60199.0250450593,2144.906564545,875.030654057143,875.030654057143
154,1,0.000102474128315698,3.26077626260234,1190.64916103023,105.053472605994,96.8638038981033,1862.70198348847,1190.60712260479,177.0092778,75.95576667,8.47584,6.49899229029196e-07,463.6507937,299.84033331,48278.5627562125,2169.76473688221,874.104141671429,874.104141671429
156,10,0.000105373818151444,1.60362038258876,585.550528270982,125.969838768504,70.7426398706515,1010.66558687796,585.579878192434,117.2752,42.08269778,106.305523343229,1.24692515746913e-06,322.2435897,313.27613331,3209.60594586322,1679.03302465786,967.483307696919,1115.82287314286
158,1,8.57934112356321e-06,1.51915671224902,554.709222358356,105.595020762453,57.0256368739597,1153.5020452967,554.715470101764,187.7669231,66.13329808,10.1033693506422,1.21650130038912e-07,226.369863,287.54384617,4641.85738391996,1496.55216834714,836.241677482925,1161.53404578571
159,10,7.62425110422029e-06,2.1792545676525,795.739239274256,44.0575584861236,87.2191614265618,1124.10202790802,795.792052065233,183.3575652,65.39869565,101.173289311765,6.8104198502566e-08,403.6842105,304.49163045,1000,1714.35160408643,874.501993535072,876.482473385714
160,10,0.000208370859485629,1.98391982330797,724.414152625024,48.3971886176062,78.8738745959111,1120.43306044344,724.45134875144,186.3710943,66.73418868,95.0589274538639,1.95156439174314e-06,355.3164557,293.87452829,14488.70916235,1714.35160408643,941.503066717383,1008.41980221429
161,1,2.33952672570887e-05,1.48860981859406,543.555242332344,67.8328977330125,56.0221578027572,1084.67604434224,543.590587925676,239.624,85.76328947,9.56490695900952,3.27272333478402e-07,296.0784314,277.84105265,6025.3021903054,1496.55216834714,885.128682688455,1110.47910085714
162,10,0.000190616607807208,1.23181673231668,449.789081114491,66.9285074518545,59.098680657605,745.067435211124,449.730161063755,119.7569187,42.62986124,268.029594831616,2.64886494765697e-06,299.0559441,302.63478469,2507.63751560939,1484.48738168143,967.828713165819,1073.07453035714
163,1,4.70309711380442e-05,3.08958601293989,1128.14026415348,69.4146629464546,93.3942670983731,1801.78514280408,1128.20057456691,187.75509,66.71486,8.57891490136095,2.75247930253864e-07,386.0583942,290.2431,17488.9355121694,2151.63108633286,954.015848819488,957.711719557143
164,1,2.02026311942096e-05,1.71355912515352,625.69387484177,78.3608331600397,70.139551188728,1036.76624613926,625.716095808651,137.2956691,49.10172662,37.3793065195262,1.49000115026011e-07,403.4554974,310.89316545,1000,1757.94749345429,1053.87056448559,1098.67967847857
165,1,0.0277100636941489,3.81735089098924,1393.87841105264,301.179636729664,108.336605047908,2533.67058666535,1393.87088103182,115.0623529,40.80735294,8.47584,0.000133362550483635,322,325.51647058,217412.270291343,2617.78450600357,922.733988242083,950.132521071429
166,100,0.00410199983979521,2.05199468945358,749.271203749051,141.06812151592,73.0523386544441,1147.73257983346,749.316175712215,67.98426,24.22646,484.517435475863,3.0288278175559e-05,332.0740741,335.4771,44506.0997761088,1973.62715065071,1083.24285342258,1257.34709528571
