"Date","CoCa.1","CoCa.2","CoCa.3","CoCa.4","CoCa.5","CoCa.6","CoCa.7","CoCa.11","CoCa.12","CoCa.13","CoCa.14","CoCa.16","CoCa.17","CoCa.18","CoCa.19","CoCa.20","CoCa.21","CoCa.23","CoCa.24","CoCa.25","CoCa.26","CoCa.27","CoCa.29","CoCa.31","CoCa.32","CoCa.33","CoCa.34","CoCa.35","CoCa.36","CoCa.37","CoCa.38","CoCa.40","CoCa.41","CoCa.42","CoCa.43","CoCa.44","CoCa.45","CoCa.46","CoCa.47","CoCa.50","CoCa.52","CoCa.53","CoCa.54","CoCa.55","CoCa.57","CoCa.58","CoCa.62","CoCa.63","CoCa.64","CoCa.66","CoCa.67","CoCa.68","CoCa.69","CoCa.70","CoCa.71","CoCa.72","CoCa.73","CoCa.74","CoCa.75","CoCa.76","CoCa.77","CoCa.78","CoCa.79","CoCa.80","CoCa.81","CoCa.82","CoCa.83","CoCa.84","CoCa.85","CoCa.86","CoCa.87","CoCa.88","CoCa.89","CoCa.90","CoCa.91","CoCa.92","CoCa.93","CoCa.94","CoCa.95","CoCa.96","CoCa.97","CoCa.98","CoCa.99","CoCa.100","CoCa.101","CoCa.104","CoCa.106","CoCa.107","CoCa.108","CoCa.109","CoCa.110","CoCa.111","CoCa.112","CoCa.113","CoCa.114","CoCa.115","CoCa.116","CoCa.117","CoCa.118","CoCa.119","CoCa.120","CoCa.122","CoCa.123","CoCa.124","CoCa.127","CoCa.128","CoCa.130","CoCa.131","CoCa.133","CoCa.134","CoCa.135","CoCa.136","CoCa.137","CoCa.138","CoCa.139","CoCa.140","CoCa.141","CoCa.143","CoCa.144","CoCa.145","CoCa.146","CoCa.153","CoCa.154","CoCa.156","CoCa.158","CoCa.159","CoCa.160","CoCa.161","CoCa.162","CoCa.163","CoCa.164","CoCa.165","CoCa.166"
2006-03-02,0,4.592587,0,0,0,0,0,0.201129,31.80433,31.80433,31.84245,37.41496,4.428561,25.98658,31.80433,32.62931,31.84245,31.70274,31.09,0,10.01096,0,0,1.34615,1.34615,5.63784,5.63784,0,0,21.24459,16.80379,6.269688,5.422221,16.80379,12.29127,1.984316,9.607597,8.414206,6.348245,0.1376765,2.28874,0.1674413,1.977998,0.1674413,7.638655,7.638655,0,3.133732,0,0,3.760328,1.977998,4.341191,0,0.4784505,0.4784505,0.9981149,3.760328,2.799133,0.9981149,48.07003,75.39626,94.78239,94.78239,66.7532,37.77729,72.96299,72.96299,67.39488,94.78239,21.24459,18.03498,14.92721,33.16064,27.03707,15.83074,15.83074,15.83074,15.83074,6.78527,0,0,0,0,1.546141,4.592587,0.9486322,2.708036,0,0,0,0,5.159228,0,53.55387,53.55387,37.41496,53.55387,37.41496,37.41496,0.1376765,14.37143,3.76036,17.43734,17.43734,24.74014,27.3554,24.74014,6.517434,6.825986,0,0.8457429,3.488287,4.004942,4.004942,18.0063,2.28874,0,0,4.311784,4.311784,3.76036,14.37143,0,0.2059678,0,0,0.2059678,0,7.638655,0,18.0063,6.825986
2006-03-03,0,4.175078,0.2099346,0.2099346,0.783695,0.783695,2.92428,0.5531049,0,0,0,0,2.924522,0,0,72.21582,0,7.584649,0,0,3.844788,10.93563,10.93563,8.47788,8.47788,2.493115,2.493115,0.4648359,0,3.671394,8.109485,13.28714,6.484305,8.109485,12.19215,5.25017,11.10638,8.203851,11.30912,35.38285,3.752033,113.4415,104.3394,113.4415,1.161433,1.161433,11.0828,7.095922,3.890377,0,47.70456,104.3394,3.335305,3.39826,1.435351,1.435351,8.305741,47.70456,3.02609,8.305741,0,0.1063417,0,0,0,0.8047793,0,0,0,0,3.671394,2.192326,3.321952,0.9356838,0.8193051,1.175208,1.175208,1.175208,1.175208,0.906942,0,0,0,2.323672,9.19954,4.175078,5.511102,2.466247,5.229236,0.7939695,0,0,0,0,0,0,0,0,0,0,35.38285,0.5733284,18.2099,1.322832,1.322832,15.81328,10.24653,15.81328,8.583938,8.578605,11.0828,0,6.079587,0,0,0,3.752033,0,0,0,0,18.2099,0.5733284,0,0.6522315,2.15051,2.15051,0.6522315,1.582037,1.161433,0,0,8.578605
2006-03-04,0,3.643705,5.843181,5.843181,0,0,0,0,0,0,0,0,0,0,0,10.01838,0,14.45994,19.51316,5.561226,1.958665,0,0,0,0,2.748093,2.748093,2.85542,4.910981,4.042659,9.746977,2.703443,0,9.746977,2.676326,8.722723,6.533165,13.83085,5.759665,0.1376765,1.12561,1.088368,1.977998,1.088368,0.4913754,0.4913754,0,3.78209,1.677502,34.85175,0,1.977998,0,0,0,0,0.1069409,0,0,0.1069409,0,0,0,0,0,0,0,0,0,0,4.042659,0.8686572,0.3882801,0.523983,0,0.1036948,0.1036948,0.1036948,0.1036948,0.1007713,0,23.85627,23.85627,1.087676,10.51376,3.643705,4.562469,12.57302,5.707968,5.835676,0,0.6855139,2.579614,0,0,0,0,0,0,0,0.1376765,0.687994,18.8018,0,0,0,11.42158,0,0,0,0,1.566191,0,0.5881385,0.5881385,0,1.12561,23.85627,0.3719968,2.069656,2.069656,18.8018,0.687994,0,0,4.828503,4.828503,0,1.937188,0.4913754,0,0,0
2006-03-05,90.80244,2.011629,83.83389,83.83389,43.33372,43.33372,92.76467,0,12.60655,12.60655,1.973485,0,0,2.887398,12.60655,19.58454,1.973485,21.77176,10.84874,1.779592,1.37832,0,0,0,0,0,0,9.163906,44.80923,61.01115,9.980905,18.69402,11.57113,9.980905,36.32865,23.81179,35.35596,19.72079,14.96672,0,1.275691,0.04186032,0,0.04186032,12.4184,12.4184,0,5.042788,2.284258,0,0,0,0,12.6085,0,0,0,0,2.004785,0,8.953901,1.453336,9.793015,9.793015,6.682828,0.8994592,9.846081,9.846081,11.9869,9.793015,61.01115,57.66229,37.4906,42.48005,42.56824,16.90226,16.90226,16.90226,16.90226,4.299577,0,0,0,0,0.2319212,2.011629,0,0.5802934,0.0368256,0,0,0,0,0,0,0,0,0,0,0,0,39.44499,11.10699,45.85819,45.85819,46.58967,31.35061,46.58967,5.205999,7.379445,0,9.240525,10.86352,2.520593,2.520593,4.526538,1.275691,0,0,28.88895,28.88895,11.10699,39.44499,4.823153,5.149196,7.263042,7.263042,5.149196,11.81684,12.4184,4.839265,4.526538,7.379445
2006-03-06,63.91939,119.4072,30.1956,30.1956,3.411378,3.411378,42.60514,25.89537,33.98008,33.98008,30.82904,47.78495,40.10773,72.03299,33.98008,1.982804,30.82904,4.638095,9.392529,18.53742,57.59928,7.391393,7.391393,9.508976,9.508976,8.527588,8.527588,1.2949,10.29364,3.753898,0.5068428,0.5752007,0,0.5068428,2.626764,11.16178,13.22005,0,14.79856,8.627726,21.72427,22.01853,46.79201,22.01853,1.518797,1.518797,17.02722,0.5402986,13.81262,24.87629,58.72748,46.79201,33.72364,42.46237,70.49171,70.49171,71.11569,58.72748,47.01788,71.11569,57.25268,19.24784,47.56608,47.56608,44.86506,38.62941,46.24913,46.24913,74.47805,47.56608,3.753898,12.40939,24.4185,66.32127,31.81041,10.33492,10.33492,10.33492,10.33492,4.736253,21.04063,57.80334,57.80334,79.79588,100.4605,119.4072,69.15981,94.7329,76.41312,94.20448,76.03471,68.38002,93.31086,76.03471,53.27172,53.27172,47.78495,53.27172,47.78495,47.78495,8.627726,21.40426,1.288272,14.87184,14.87184,12.92268,6.956356,12.92268,11.16707,11.11529,17.02722,7.486392,27.20864,4.060956,4.060956,15.94273,21.72427,57.80334,40.39886,5.475965,5.475965,1.288272,21.40426,18.10875,12.77001,22.31661,22.31661,12.77001,29.21925,1.518797,17.14095,15.94273,11.11529
2006-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.073501,0,0,0,49.64956,49.64956,68.30995,68.30995,72.58365,72.58365,20.05435,22.69594,0,0.8967218,0,0,0.8967218,0,0,0,0,0,0,0,0.8790666,6.181243,0.8790666,3.796992,3.796992,53.76839,3.74607,0,0,11.79711,6.181243,5.135312,14.38703,5.369277,5.369277,4.45587,11.79711,4.160873,4.45587,0,0,1.084227,1.084227,4.61791,0.9941391,0,0,1.257367,1.084227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2471991,0.2319212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.76839,0,2.092973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.796992,0,0,0
2006-03-08,0,0,0,0,8.666744,8.666744,0,0,1.087875,1.087875,0,0,0,2.127557,1.087875,0,0,0,0,0,0,4.695352,4.695352,1.059735,1.059735,1.926498,1.926498,5.478423,8.989592,0,0,0,0,0,0,0,0,0,0,9.13254,0,2.344178,0,2.344178,0,0,8.496817,0,0,0,4.423915,0,0,1.016302,0,0,8.412683,4.423915,0,8.412683,2.875705,1.878703,0,0,0,0,3.608922,3.608922,3.059593,0,0,0,0,1.871368,0,0,0,0,0,0,0,0.6416113,0.6416113,0,0,0,0,25.00097,0,0,0,0,0,0,0,0,0,0,0,0,9.13254,0,0,0,0,0,0,0,0,0,8.496817,0,0,0,0,0,0,0.6416113,0.1487987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-09,0.8845642,6.983768,0.5248365,0.5248365,2.120586,2.120586,1.38091,0,0,0,0,0,0.5849044,0,0,0,0,1.145882,0,0,0,0,0,0,0,0.4816245,0.4816245,0,5.188437,0,0.0389879,0,0,0.0389879,0,1.033498,1.152912,0,1.681654,19.13703,6.903741,10.63252,4.728651,10.63252,1.876161,1.876161,3.224089,1.224677,0,0,2.138226,4.728651,6.935318,8.162176,0,0,5.347044,2.138226,12.70958,5.347044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.014976,6.983768,0.6324215,1.015513,6.149876,10.16281,0,0,0,0,0,0,0,0,0,0,19.13703,15.63275,1.706089,10.70292,10.70292,4.846006,2.021103,4.846006,0,0,3.224089,0.7830954,0.2989961,4.257002,4.257002,3.16192,6.903741,0,0,38.46111,38.46111,1.706089,15.63275,0,0.03432797,0,0,0.03432797,0,1.876161,0,3.16192,0
2006-03-10,0,0,0,0,41.95073,41.95073,6.457786,4.324275,0,0,0,0,0,0,0,1.252298,0,2.182633,24.53707,2.002041,10.15604,0,0,0,0,0,0,0,69.83581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.781098,0,0,0,0,0,0,0,0,0,8.774352,0,0,0,10.05339,0,0,0,0,0,0,0,0,0,0,0,0,2.713754,4.874542,5.932703,5.932703,5.866218,0,5.866218,0,0,0,0,0,0,0,0,0,0,0,16.98843,16.98843,4.874542,2.713754,0,0,0,0,0,0,0,0,0,0
2006-03-11,0,0,0,0,0,0,0,6.486412,0,0,0,0,0,2.507477,0,0,0,0,1.237775,0,0,5.664715,5.664715,2.921432,2.921432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.295444,1.295444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99483,0,0,0,0,0,2.513186,0,0,0,0,0,0.6775944,4.207128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905272,0,0,0,0,0,0,0,1.295444,0,0,0
2006-03-12,0,0,0,0,0,0,0,8.849678,7.359151,7.359151,1.600123,0.9125598,1.169809,0.8358258,7.359151,0,1.600123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.213475,1.934311,0,1.508542,0,5.769742,0.1779044,0,0.9029104,0.9029104,0.9125598,0.9029104,0.9125598,0.9125598,0,2.637311,0,6.253389,6.253389,4.675971,0,4.675971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.637311,0,0,0,0,0,0,0,0,0,0
2006-03-13,72.95732,10.89316,110.5306,110.5306,7.375952,7.375952,23.10994,0,3.327616,3.327616,4.213657,63.54734,29.49589,6.914559,3.327616,0,4.213657,0,0,0,0,13.63167,13.63167,28.95655,28.95655,28.58583,28.58583,99.01004,124.2173,0,2.222311,0,2.627262,2.222311,0.09912318,7.937265,12.02871,32.49987,38.42579,26.43388,25.96407,21.18132,16.10214,21.18132,2.367536,2.367536,6.31384,0,2.748248,0,20.49748,16.10214,0,5.399104,0,0,10.69409,20.49748,0,10.69409,14.93406,19.38964,17.31265,17.31265,8.897924,0,35.50081,35.50081,16.51342,17.31265,0,1.861408,6.083055,0.03742735,0.03562196,9.43623,9.43623,9.43623,9.43623,2.25056,1.519601,0,0,0,0,10.89316,5.511102,5.077568,4.050817,4.366832,0,7.369275,42.2523,0,43.96045,43.96045,63.54734,43.96045,63.54734,63.54734,26.43388,0,0,0,0,0,0,0,16.05514,17.15721,6.31384,7.267125,13.48804,4.565075,4.565075,14.6114,25.96407,0,0,0,0,0,0,0.1315405,0,1.582451,1.582451,0,0.03228646,2.367536,6.060389,14.6114,17.15721
2006-03-14,2.922908,1.745942,13.36584,13.36584,0,0,2.59936,0,0,0,0,0,0,0,0,0,0,0,7.353841,1.186395,0,59.52494,59.52494,71.46053,71.46053,63.6311,63.6311,86.32666,45.61385,10.43666,18.63622,6.039607,2.850859,18.63622,0,4.878111,6.033571,0,0,16.19993,1.350732,8.999968,0,8.999968,20.95046,20.95046,104.0104,7.167962,0.4996814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1877199,0,0,0,0,0,10.43666,26.14245,6.212481,8.009454,5.165184,20.91179,20.91179,20.91179,20.91179,41.51779,0,4.957905,4.957905,1.285436,0.7344171,1.745942,3.975221,0,0,3.89045,0,0,0,0,0,0,0,0,0,0,16.19993,0,0,0,0,0,0,0,16.61151,1.014674,104.0104,0,0,0.5041186,0.5041186,0,1.350732,4.957905,2.975975,0,0,0,0,8.550135,28.38923,36.31521,36.31521,28.38923,82.91163,20.95046,5.20108,0,1.014674
2006-03-15,0.6538084,0,0,0,5.854662,5.854662,17.42384,6.687541,2.047764,2.047764,11.89425,4.977598,26.32069,0.9877941,2.047764,24.35023,11.89425,23.29961,0,0,2.539011,4.846815,4.846815,2.119471,2.119471,4.759584,4.759584,0,0,5.486465,21.63829,42.16221,26.55212,21.63829,18.68472,35.01491,21.90532,27.39876,72.01683,0,8.254474,3.683708,1.730748,3.683708,7.013268,7.013268,0.134337,8.464678,3.711919,0,8.40544,1.730748,8.258852,15.02221,0.4784505,0.4784505,7.378921,8.40544,54.92353,7.378921,1.405174,3.048462,12.03142,12.03142,13.21548,0,4.001196,4.001196,5.448591,12.03142,5.486465,0.3309171,0,0,5.129562,3.318234,3.318234,3.318234,3.318234,0,4.383464,0.5832829,0.5832829,0,0,0,23.44477,12.47631,0,4.605023,7.945033,6.169625,2.668566,7.945033,1.805821,1.805821,4.977598,1.805821,4.977598,4.977598,0,2.063982,0,1.884034,1.884034,19.46904,37.27291,19.46904,0.6358472,0.876309,0.134337,1.3156,2.391969,0.3640857,0.3640857,1.231485,8.254474,0.5832829,0,3.233838,3.233838,0,2.063982,0,2.780566,0,0,2.780566,1.582037,7.013268,1.175896,1.231485,0.876309
2006-03-16,0,2.087539,0,0,0,0,0,36.40436,7.871092,7.871092,9.814088,6.056079,2.423175,1.139762,7.871092,1.982804,9.814088,0,33.9296,21.13266,38.88314,0.03029259,0.03029259,0,0,0,0,0,0,72.06659,54.42712,63.67472,137.8474,54.42712,75.53186,5.374189,6.494735,76.35892,10.59442,2.065147,38.79602,0,0,0,69.95399,69.95399,2.149393,70.7431,83.48248,0,0,0,0,0.9210237,0,0,0,0,0,0,4.673021,10.74051,3.917206,3.917206,0.9385995,0.1420199,9.689171,9.689171,6.622134,3.917206,72.06659,82.15015,64.23878,6.36265,2.208562,89.55778,89.55778,89.55778,89.55778,110.6469,16.30648,6.299456,6.299456,0,10.9003,2.087539,4.291431,4.062054,27.84015,3.771355,0,0,0,0,11.90713,11.90713,6.056079,11.90713,6.056079,6.056079,2.065147,2.981308,2.994361,12.74729,12.74729,5.738691,3.055157,5.738691,9.617189,4.104816,2.149393,63.08616,5.282264,32.87974,32.87974,3.794304,38.79602,6.299456,2.529579,0.04311784,0.04311784,2.994361,2.981308,0,1.201479,28.60584,28.60584,1.201479,12.172,69.95399,1.085443,3.794304,4.104816
2006-03-17,0,5.769199,0,0,0,0,0,6.285283,0.8958967,0.8958967,1.920147,0,5.264139,0,0.8958967,0,1.920147,0,0,0,0,8.330463,8.330463,9.308485,9.308485,10.00079,10.00079,3.220648,0.1664739,0,0.4678549,0,0,0.4678549,0,0,1.383494,0,0,0,109.7095,0,0,0,0,0,3.123336,26.83483,77.16508,0,0,0,0,0,0.318967,0.318967,0,0,0,0,8.692472,3.013014,4.966457,4.966457,5.105981,4.260596,5.334928,5.334928,10.31041,4.966457,0,0,0.6039913,0,0.3205976,1.106078,1.106078,1.106078,1.106078,1.142075,0,0,0,5.141742,5.991298,5.769199,33.92489,8.656044,6.297178,19.29346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.026763,5.442341,3.123336,2.317962,4.850381,1.428336,1.428336,5.092355,109.7095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.092355,5.442341
2006-03-18,54.65068,7.477186,22.35804,22.35804,15.9044,15.9044,46.5448,17.19653,0,0,0,0,2.673848,0,0,0,0,2.728291,20.67813,66.51226,7.399403,24.05232,24.05232,57.85581,57.85581,71.13878,71.13878,16.00363,35.51443,7.920311,16.56986,9.203211,8.94387,16.56986,7.880292,2.521735,1.806228,6.363243,3.699639,10.18806,9.792807,9.711594,7.942898,9.711594,43.64307,43.64307,14.5084,30.07663,16.34672,58.91753,8.700368,7.942898,8.100028,24.7406,6.326179,6.326179,3.029992,8.700368,13.3148,3.029992,0.6862479,0,0.4896508,0.4896508,0.3378958,0,0,0,0,0.4896508,7.920311,6.576976,4.486792,3.929872,3.27722,4.942787,4.942787,4.942787,4.942787,11.92461,44.88667,48.58747,48.58747,5.5867,18.28312,7.477186,26.5617,41.87784,25.11506,30.32964,46.48215,34.21857,21.25958,46.48215,0,0,0,0,0,0,10.18806,0,0,1.082317,1.082317,1.742862,0,1.742862,6.636655,0.5995799,14.5084,0,0,0,0,0,9.792807,48.58747,38.98527,0.9485924,0.9485924,0,0,56.29934,60.55454,26.77993,26.77993,60.55454,29.05781,43.64307,30.12104,0,0.5995799
2006-03-19,0,76.63168,0,0,4.794369,4.794369,5.401795,63.60706,0.3199631,0.3199631,1.386773,2.986559,45.2883,6.76259,0.3199631,0,1.386773,1.145882,15.5086,9.120411,53.68194,0.6967297,0.6967297,0,0,0.2833086,0.2833086,0.3320256,0.4716761,61.54742,10.01989,2.818483,1.39748,10.01989,70.92263,68.91364,72.94087,2.261318,21.10476,53.60204,38.94611,11.09298,11.89889,11.09298,21.53118,21.53118,19.21019,9.437217,44.47164,18.01817,39.11479,11.89889,26.89421,25.34403,17.22422,17.22422,34.47061,39.11479,55.49092,34.47061,66.46801,47.85376,9.932915,9.932915,3.604222,4.686656,23.49722,23.49722,15.33988,9.932915,61.54742,29.94799,8.8873,5.80124,3.989659,2.6615,2.6615,2.6615,2.6615,6.482956,71.77191,37.79673,37.79673,24.42327,4.561117,76.63168,10.5253,40.95905,8.469889,17.07034,39.72517,53.52721,7.027224,39.72517,0,0,2.986559,0,2.986559,2.986559,53.60204,0,0,7.536136,7.536136,3.655759,0.470024,3.655759,20.14841,5.257854,19.21019,82.41296,92.35657,71.75289,71.75289,99.18443,38.94611,37.79673,17.48385,2.716424,2.716424,0,0,9.339378,1.167151,17.65041,17.65041,1.167151,13.01144,21.53118,54.58872,99.18443,5.257854
2006-03-20,13.11463,21.36881,20.99346,20.99346,9.496539,9.496539,7.310701,55.05908,14.52632,14.52632,10.4008,34.09655,22.14281,29.63382,14.52632,2.261093,10.4008,7.202688,0.5824825,47.82655,30.61321,33.29156,33.29156,37.00481,37.00481,75.30341,75.30341,31.80805,31.99074,2.640104,17.27164,5.119286,2.347766,17.27164,2.527641,16.32927,14.91099,7.572785,6.264161,14.36425,45.32456,10.42322,20.24357,10.42322,33.41353,33.41353,35.6329,81.08081,45.00701,27.74424,27.20708,20.24357,54.7943,46.46406,63.68707,63.68707,33.32991,27.20708,37.7883,33.32991,21.73118,36.97146,27.59532,27.59532,23.87797,27.74121,58.88035,58.88035,42.4571,27.59532,2.640104,2.730066,12.64067,21.70787,20.05516,16.93682,16.93682,16.93682,16.93682,20.65812,67.4469,36.16354,36.16354,50.82414,24.81557,21.36881,33.65386,5.367714,22.46362,31.52059,65.34232,45.98656,53.37133,65.34232,19.07398,19.07398,34.09655,19.07398,34.09655,34.09655,14.36425,5.465731,6.650268,5.411587,5.411587,4.548444,7.473383,4.548444,10.412,11.53038,35.6329,36.71151,41.22824,27.22241,27.22241,34.64798,45.32456,36.16354,70.977,6.20897,6.20897,6.650268,5.465731,43.58377,41.33088,37.45133,37.45133,41.33088,32.64161,33.41353,52.05602,34.64798,11.53038
2006-03-21,0,4.706452,0,0,0,0,0,21.62137,14.97427,14.97427,20.96161,10.03816,8.272218,2.963382,14.97427,0,20.96161,2.510028,0,18.90817,0,2.968674,2.968674,1.059735,1.059735,6.742743,6.742743,0,0,4.743937,39.72868,3.221124,2.73906,39.72868,5.203967,0,0,0.6310654,0,28.6826,4.765082,14.35809,5.501307,14.35809,0,0,8.631154,3.92617,3.247929,38.46785,5.566761,5.501307,2.382361,0.4763916,0.2126447,0.2126447,4.954927,5.566761,5.484788,4.954927,11.993,29.66933,0,0,0,3.645177,32.87257,32.87257,22.33923,0,4.743937,3.433264,3.321952,0.5988377,4.345879,0,0,0,0,8.028116,59.84889,50.86227,50.86227,9.492447,1.236913,4.706452,19.69541,1.450733,7.107341,10.59949,8.316296,18.39462,0.6226654,8.316296,0,0,10.03816,0,10.03816,10.03816,28.6826,3.134195,0.8704539,8.45811,8.45811,12.79516,11.7976,12.79516,0,0,8.631154,12.37291,3.654397,19.9687,19.9687,14.51155,4.765082,50.86227,14.87987,0,0,0.8704539,3.134195,14.5133,8.204386,16.06796,16.06796,8.204386,7.006162,0,17.36708,14.51155,0
2006-03-22,0,0,0,0,4.56387,4.56387,0,3.419194,2.111756,2.111756,7.253891,11.11664,30.58214,0,2.111756,26.61132,7.253891,0.7093557,0,13.56939,23.50399,89.969,89.969,55.67906,55.67906,33.00545,33.00545,3.718687,3.357224,0,0.5848186,8.34041,5.198625,0.5848186,0,5.787589,4.650076,3.996748,0.3363308,5.09403,1.013049,10.08834,43.14508,10.08834,2.635559,2.635559,26.93457,1.008558,6.246017,21.75896,22.34077,43.14508,15.24711,5.811977,6.698306,6.698306,69.86804,22.34077,16.68132,69.86804,0,2.516753,2.098503,2.098503,2.965975,0,2.706692,2.706692,2.221349,2.098503,0,0,0,14.82123,28.53319,2.696065,2.696065,2.696065,2.696065,0,0.3506771,2.858087,2.858087,2.274232,0,0,20.91508,11.50915,0,7.780901,14.70202,29.7056,4.714467,14.70202,2.539436,2.539436,11.11664,2.539436,11.11664,11.11664,5.09403,0,29.7347,0,0,0.1275265,1.269065,0.1275265,1.78832,0.9685521,26.93457,0,0,0,0,0,1.013049,2.858087,13.91268,0,0,29.7347,0,23.28267,41.12491,2.191085,2.191085,41.12491,1.130026,2.635559,1.311577,0,0.9685521
2006-03-23,25.49852,6.831947,1.784444,1.784444,18.07108,18.07108,13.28111,4.977944,8.639004,8.639004,1.706798,4.147999,0,3.039366,8.639004,53.8488,1.706798,39.39652,14.56206,42.71022,5.368195,2.362823,2.362823,3.723394,3.723394,0,0,0,0,0.330013,0.857734,0,9.670559,0.857734,0.3964927,0,0,0,0,4.681,4.277318,1.29767,9.024615,1.29767,10.49757,10.49757,0.7052694,1.837015,3.676227,53.61807,18.02746,9.024615,0.1058827,8.098657,1.222707,1.222707,15.22125,18.02746,10.17523,15.22125,0,0,0,0,0,0,0,0,0,0,0.330013,0,0,0,0,0,0,0,0,0,9.000711,32.48886,32.48886,0.09887966,0,6.831947,18.83712,1.402376,0.9942912,25.64521,8.464802,5.769742,2.40171,8.464802,8.126194,8.126194,4.147999,8.126194,4.147999,4.147999,4.681,18.07895,28.55089,37.64059,37.64059,37.40776,57.95397,37.40776,4.093266,0,0.7052694,8.332133,48.3377,2.5486,2.5486,0,4.277318,32.48886,34.14931,21.94698,21.94698,28.55089,18.07895,3.726982,0,0,0,0,1.259172,10.49757,5.834255,0,0
2006-03-24,13.15309,0,3.848802,3.848802,39.13865,39.13865,33.91353,77.28384,0,0,0,0,0,0,0,40.3866,0,55.49344,66.03895,2.817688,21.47278,34.56385,34.56385,22.19716,22.19716,4.192966,4.192966,13.91187,3.717917,0,0,0.1725602,9.446962,0,0,0,0,0.05258879,0,19.64185,0,14.23251,9.920896,14.23251,0,0,20.75507,0,0,1.496318,11.02292,9.920896,0,0.09527831,2.76438,2.76438,0.5703514,11.02292,0,0.5703514,0,0,0,0,0,0,0,0,0,0,0,0,0.4745646,1.497094,0,0,0,0,0,6.415775,14.43621,0,0,0.09887966,0,0,9.938051,0,0,0,0,0,0,0,0,0,0,0,0,0,19.64185,124.0683,77.95784,74.51956,74.51956,82.84969,39.62303,82.84969,0.794809,0,20.75507,1.503543,3.820506,0,0,0,0,0,0,105.0782,105.0782,77.95784,124.0683,0,0,0,0,0,0,0,0,0,0
2006-03-25,18.22972,0,24.10749,24.10749,37.66345,37.66345,19.41397,0,0,0,0,0,6.35039,0,0,2.81767,0,0,0.2912412,33.44151,0.5803453,0,0,2.520451,2.520451,4.759584,4.759584,14.77514,13.37341,0,14.15261,0,0,14.15261,1.23904,0,0,0,0,0,0,0,3.245153,0,0,0,0,5.222887,0,18.95337,0,3.245153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116845,10.74242,6.961488,2.101696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.791706,5.998247,5.692941,5.791706,0,0,0,0,0,0,0,31.30373,26.60107,19.48171,19.48171,14.02791,12.03262,14.02791,0,0,0,11.11995,2.923517,7.841846,7.841846,1.764018,0,0,18.59984,32.16591,32.16591,26.60107,31.30373,0,0,0,0,0,0,0,0,1.764018,0
2006-03-26,0,0,0,0,4.471671,4.471671,0,17.34738,26.68492,26.68492,14.08108,8.130077,26.07002,29.32989,26.68492,62.09309,14.08108,11.18599,7.13541,1.705443,4.642763,0,0,0,0,0,0,0,0,6.559008,18.94812,0.4601606,1.229782,18.94812,0,0,0,3.786393,0,0,1.313212,0,0,0,6.521892,6.521892,0,8.932938,0,8.167404,0,0,0,0,0,0,0,0,0,0,5.195877,1.736914,0.4546757,0.4546757,6.833004,4.639316,0.3922741,0.3922741,1.005894,0.4546757,6.559008,7.817915,17.21375,0.2245641,0,3.905839,3.905839,3.905839,3.905839,3.224683,1.636493,0.5249547,0.5249547,0,0,0,0,0,0,0,0,0,2.045901,0,2.990891,2.990891,8.130077,2.990891,8.130077,8.130077,0,0,0,25.37433,25.37433,0,0,0,62.86939,1.522011,0,1.848105,0,0,0,0.1664168,1.313212,0.5249547,4.910358,0,0,0,0,0,0,8.764341,8.764341,0,0,6.521892,0,0.1664168,1.522011
