"Date","CoCa.1","CoCa.2","CoCa.3","CoCa.4","CoCa.5","CoCa.6","CoCa.7","CoCa.11","CoCa.12","CoCa.13","CoCa.14","CoCa.16","CoCa.17","CoCa.18","CoCa.19","CoCa.20","CoCa.21","CoCa.23","CoCa.24","CoCa.25","CoCa.26","CoCa.27","CoCa.29","CoCa.31","CoCa.32","CoCa.33","CoCa.34","CoCa.35","CoCa.36","CoCa.37","CoCa.38","CoCa.40","CoCa.41","CoCa.42","CoCa.43","CoCa.44","CoCa.45","CoCa.46","CoCa.47","CoCa.50","CoCa.52","CoCa.53","CoCa.54","CoCa.55","CoCa.57","CoCa.58","CoCa.62","CoCa.63","CoCa.64","CoCa.66","CoCa.67","CoCa.68","CoCa.69","CoCa.70","CoCa.71","CoCa.72","CoCa.73","CoCa.74","CoCa.75","CoCa.76","CoCa.77","CoCa.78","CoCa.79","CoCa.80","CoCa.81","CoCa.82","CoCa.83","CoCa.84","CoCa.85","CoCa.86","CoCa.87","CoCa.88","CoCa.89","CoCa.90","CoCa.91","CoCa.92","CoCa.93","CoCa.94","CoCa.95","CoCa.96","CoCa.97","CoCa.98","CoCa.99","CoCa.100","CoCa.101","CoCa.104","CoCa.106","CoCa.107","CoCa.108","CoCa.109","CoCa.110","CoCa.111","CoCa.112","CoCa.113","CoCa.114","CoCa.115","CoCa.116","CoCa.117","CoCa.118","CoCa.119","CoCa.120","CoCa.122","CoCa.123","CoCa.124","CoCa.127","CoCa.128","CoCa.130","CoCa.131","CoCa.133","CoCa.134","CoCa.135","CoCa.136","CoCa.137","CoCa.138","CoCa.139","CoCa.140","CoCa.141","CoCa.143","CoCa.144","CoCa.145","CoCa.146","CoCa.153","CoCa.154","CoCa.156","CoCa.158","CoCa.159","CoCa.160","CoCa.161","CoCa.162","CoCa.163","CoCa.164","CoCa.165","CoCa.166"
2002-10-30,0,0,0,0,0,0,0,0,0.72,0.72,1.18057,0.9899999,5.76,1.35,0.72,0,1.18057,36.57933,44.46,2.05394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.856495,14.80882,0,8.856495,1.35,1.35,0.9899999,1.35,0.9899999,0.9899999,0,0,1.122337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83,0,0,1.122337,0,0,0,0,0,0,0,0,0,0,0
2002-10-31,0,1.89,5.124803,5.124803,6.423351,6.423351,0,11.7,13.23,13.23,30.59216,0,0,0,13.23,0,30.59216,27.23825,0,0,0,4.821211,4.821211,1.917127,1.917127,0.5433494,0.5433494,2.427029,0,57.66965,21.96,0,16.154,21.96,35.19,0,0,3.06,0,3.24,0,7.489125,2.340252,7.489125,9.719999,9.719999,2.143564,0,0,1.26,10.07651,2.340252,3.45912,10.07925,2.761157,2.761157,10.51129,10.07651,11.17238,10.51129,94.04535,108.8321,55.36739,55.36739,41.19459,24.76445,62.64,62.64,71.1,55.36739,57.66965,61.76921,48.35747,1.98,0,3.69,3.69,3.69,3.69,4.32,9.629999,3.6,3.6,2.589574,0.72,1.89,0,0,0,0,19.49983,0,0,19.49983,0,0,0,0,0,0,3.24,0,4.204575,0,0,0,0,0,42.39,39.84938,2.143564,53.88295,12.83974,31.41225,31.41225,81.60042,0,3.6,0,0.894886,0.894886,4.204575,0,0,0,0,0,0,0,9.719999,0,81.60042,39.84938
2002-11-01,0,0,0,0,0,0,0,31.98229,19.84865,19.84865,25.01364,13.42061,9.216365,14.90892,19.84865,0,25.01364,0,0,24.01913,5.330498,16.51171,16.51171,26.47105,26.47105,10.16758,10.16758,0.7734126,0,21.03551,20.66434,10.02658,10.90717,20.66434,30.30963,17.87434,36.02774,3.961011,18.42993,1.049885,0,4.733594,5.749559,4.733594,7.410162,7.410162,2.189159,7.749189,3.42,35.15392,8.960737,5.749559,2.104551,0.6851309,0,0,20.74851,8.960737,3.201837,20.74851,82.53487,91.14577,54.16169,54.16169,38.33167,19.88372,66.51569,66.51569,69.71346,54.16169,21.03551,12.11212,2.167483,0.1695125,0,0.1457076,0.1457076,0.1457076,0.1457076,0.228252,41.94893,31.42105,31.42105,0,0,0,6.128975,22.34916,0,0.194698,29.79568,13.83755,29.7197,29.79568,21.16182,21.16182,13.42061,21.16182,13.42061,13.42061,1.049885,0,1.105536,0,0,0,0,0,47.36877,34.72709,2.189159,61.72963,30.91029,69.45117,69.45117,135.33,0,31.42105,16.10568,0,0,1.105536,0,0,0,0,0,0,0,7.410162,0,135.33,34.72709
2002-11-02,0,1.405125,0,0,0,0,0,17.21095,0,0,2.671736,0,0,0,0,0,2.671736,0,0,26.20041,27.36322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.917182,0,1.754214,0.3729444,1.754214,0,0,0.6608782,0,0,24.64965,4.070579,0.3729444,0,0,0,0,5.607707,4.070579,0,5.607707,0,0,5.457246,5.457246,0,0,8.7794,8.7794,9.945828,5.457246,0,0,0,0,0,0,0,0,0,0,23.65631,24.05316,24.05316,0,0,1.405125,0,0,0,0,33.28624,5.247264,15.61393,33.28624,2.891676,2.891676,0,2.891676,0,0,1.917182,0,0,0,0,0,0,0,5.368068,5.999968,0.6608782,0,0,0,0,0,0,24.05316,28.67413,0,0,0,0,0,0,0,0,0,0,0,0,0,5.999968
2002-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.661338,0,1.717605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38213,3.616525,14.59061,11.62343,14.59061,0,0,0,0,0,0,12.21174,11.62343,9.353559,9.622974,7.602495,7.602495,12.68744,12.21174,0,12.68744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6404416,0.1146754,0.1146754,7.172753,4.274718,0,0,0,0,8.76141,0,0,0,0,0,0,0,0,0,0,4.38213,0,0.4698527,0,0,0,0,0,0,0,0,0,0,0,0,0,3.616525,0.1146754,0,2.7004,2.7004,0.4698527,0,0,0,0,0,0,0,0,0,0,0
2002-11-04,26.65907,0,9.904007,9.904007,16.76019,16.76019,21.06,4.077157,0,0,0,0,5.635484,0,0,0,0,0,1.386114,11.30754,5.982004,0,0,0,0,2.426355,2.426355,0,0,0,1.189315,6.127353,14.38202,1.189315,0.661301,3.523616,3.66271,12.19249,1.805381,0,0,11.19356,1.833643,11.19356,11.05136,11.05136,1.94133,2.293128,0,20.27506,0,1.833643,2.478693,0,7.454874,7.454874,2.979094,0,0,2.979094,5.237789,20.29607,7.100286,7.100286,0,0,24.46169,24.46169,12.66394,7.100286,0,0.126168,0,0,0,0,0,0,0,8.901827,16.41132,11.43887,11.43887,0,0,0,1.553825,0,0,0,2.878809,7.109197,0,2.878809,5.257594,5.257594,0,5.257594,0,0,0,0,0,0,0,0,2.125733,0,0,0,1.94133,0,0,0,0,0,0,11.43887,7.300238,3.279057,3.279057,0,0,0,0,0,0,0,4.756511,11.05136,0,0,0
2002-11-05,0,0,0,0,0,0,0,0,8.159492,8.159492,4.569056,0,0,0,8.159492,0,4.569056,0,22.78771,13.6894,6.159687,0,0,0,0,0,0,0,0,0,2.75029,2.430686,0,2.75029,3.012594,0,12.51981,8.54093,0,0,0,0,0,0,3.449558,3.449558,2.147854,0,0,5.081863,0,0,2.151319,0.9342694,6.790578,6.790578,0,0,0.2425634,0,0,0,0,0,0.6702455,7.529385,0,0,0,0,0,2.439247,0,0,9.148621,15.97927,15.97927,15.97927,15.97927,0,0,6.737178,6.737178,1.952079,7.568996,0,0,0,2.919208,0.194698,26.593,30.00251,30.82865,26.593,2.847863,2.847863,0,2.847863,0,0,0,0,0,0,0,0,0,0,0,0,2.147854,0,0,0,0,0,0,6.737178,0,0,0,0,0,0,0,0,0,0,0,3.449558,0,0,0
2002-11-06,0,0,0,0,0,0,0,0,0,0,1.548832,0.2541783,2.935148,0,0,7.74,1.548832,0,0,0.1253608,0,0,0,0,0,0,0,0,0,10.46131,10.33217,0,0,10.33217,9.992994,0,9.722829,0,0,0,0,3.452739,4.599648,3.452739,5.365979,5.365979,0,6.207259,0,2.540931,33.71204,4.599648,0,1.152266,0,0,43.24944,33.71204,6.112598,43.24944,5.555231,9.178003,17.16392,17.16392,12.67083,2.059056,19.20075,19.20075,56.06111,17.16392,10.46131,8.116805,6.079524,0,0,0,0,0,0,0,0,1.691462,1.691462,0,0,0,0,0,0,0,0,0,0.3105044,0,0,0,0.2541783,0,0.2541783,0.2541783,0,5.728199,0.9120668,15.61181,15.61181,0,0,0,2.890498,0,0,19.32257,13.72338,17.2925,17.2925,10.65023,0,1.691462,15.84227,3.021876,3.021876,0.9120668,5.728199,0,0,0,0,0,0,5.365979,0,10.65023,0
2002-11-07,0,0,0,0,0,0,0,42.37569,8.159492,8.159492,0,0,0,22.0516,8.159492,7.92,0,9.887354,21.62337,43.9515,32.33836,14.60944,14.60944,18.32996,18.32996,7.105754,7.105754,0,0,8.278734,6.3554,0,0,6.3554,0,0,0,0,0,0,0,11.36063,30.79899,11.36063,17.56719,17.56719,7.558794,10.55629,0,34.86577,10.13547,30.79899,0,0,0,0,0,10.13547,0,0,0,0,8.420588,8.420588,8.298279,2.612235,19.26777,19.26777,2.625451,8.420588,8.278734,1.135512,0,0,10.14665,2.039906,2.039906,2.039906,2.039906,0,20.33402,24.36852,24.36852,0,0,0,0,0,0,0,34.61768,28.77532,41.60758,34.61768,28.30338,28.30338,0,28.30338,0,0,0,0,0,0,0,0,0,0,0,0,7.558794,0,0,0,0,0,0,24.36852,50.91351,0,0,0,0,0,0,0,0,0,0,17.56719,0,0,0
2002-11-08,0,0,0,0,0,0,0,11.26231,0,0,6.117888,2.69429,0,0,0,0,6.117888,42.51145,14.85914,13.6894,5.360112,0,0,8.290934,8.290934,10.62974,10.62974,0,0,0,0,0,0,0,0,0,3.596115,0,0,0,0,0,0,0,0,0,0,5.218842,0,28.63132,0,0,0,0,0,0,0,0,0,0,0,0,23.47202,23.47202,11.48992,37.37033,6.835869,6.835869,18.96503,23.47202,0,0,0,0,5.37828,26.56735,26.56735,26.56735,26.56735,24.38492,18.53278,75.57108,75.57108,0,0,0,0,0,0,0,0,0,6.298802,0,0,0,2.69429,0,2.69429,2.69429,0,0,0,0,0,11.32982,32.366,11.32982,0,0,0,0,0,0,0,0,0,75.57108,0,3.407647,3.407647,0,0,0,4.963118,5.357098,5.357098,4.963118,0,0,0,0,0
2002-11-09,7.294128,0,7.697668,7.697668,0,0,0,65.10083,58.44579,58.44579,100.0159,22.46936,21.7201,58.78536,58.44579,0,100.0159,0,0,9.201483,9.594896,25.98503,25.98503,22.67521,22.67521,3.23514,3.23514,3.952998,5.496567,0,4.943089,0,0,4.943089,0,0,0,0,0,9.22073,0,1.893438,0.0932361,1.893438,9.741808,9.741808,27.67428,11.07027,0,6.23445,0,0.0932361,0,0,0,0,0,0,0,0,11.95697,7.461791,41.95625,41.95625,33.06544,48.74124,38.7701,38.7701,36.78721,41.95625,0,0.4626158,0,0,0,0,0,0,0,0,18.61283,3.640943,3.640943,0,0,0,0,0,0,0,33.82601,25.64389,27.45745,33.82601,13.01254,13.01254,22.46936,13.01254,22.46936,22.46936,9.22073,0,0,0,0,0,0,0,0,0,27.67428,0,0,0,0,0,0,3.640943,55.2786,0,0,0,0,0,0,0,0,0,0,9.741808,0,0,0
2002-11-10,35.30874,0,20.24928,20.24928,0,0,0,6.784121,29.01662,29.01662,27.06585,2.084262,2.406821,5.612103,29.01662,7.74,27.06585,42.92864,16.24525,3.159092,17.79794,1.788135,1.788135,3.346341,3.346341,3.639532,3.639532,17.74553,13.27534,0,0,0,0,0,0,0,0,0,1.805381,16.20475,0,5.513245,10.0695,5.513245,3.768961,3.768961,7.558794,5.614209,0,14.59071,3.770066,10.0695,0,0,0,0,1.401927,3.770066,0,1.401927,0,0,6.836226,6.836226,14.04324,46.55925,21.68043,21.68043,6.486409,6.836226,0,0,0,0,0,0,0,0,0,0,27.53899,22.93508,22.93508,0,0.7843518,0,0,0,0,0,0.6477321,1.861933,0.3105044,0.6477321,1.226772,1.226772,2.084262,1.226772,2.084262,2.084262,16.20475,16.98002,19.34687,3.243298,3.243298,18.39797,124.5611,18.39797,0,0,7.558794,13.5087,3.659569,0,0,0,0,22.93508,2.032025,4.436371,4.436371,19.34687,16.98002,0,0,0,0,0,0,3.768961,0,0,0
2002-11-11,0,0,9.609828,9.609828,3.324896,3.324896,0,10.59392,12.10172,12.10172,5.614518,0,0,13.15159,12.10172,4.32,5.614518,0,0,0,22.53616,0.03804542,0.03804542,1.29858,1.29858,1.097637,1.097637,6.745877,0.8035917,0,0,0,0,0,0,0,0,0,0,4.70166,0,9.30012,27.22495,9.30012,0,0,1.610891,0,0,5.396205,14.12409,27.22495,0,0,0,0,3.995491,14.12409,0,3.995491,0,0,0.1760402,0.1760402,1.787322,0,0,0,0,0.1760402,0,0,0,0,0,0,0,0,0,0,8.846101,3.46893,3.46893,0,0,0,0,0,0,0,9.392117,3.766182,8.561049,9.392117,1.226772,1.226772,0,1.226772,0,0,4.70166,0,0,0,0,1.663094,3.085742,1.663094,0,0,1.610891,0,0,0,0,0,0,3.46893,1.166533,2.764695,2.764695,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-12,0,0,0,0,0,0,0,25.56577,11.5058,11.5058,0,23.63858,10.33172,7.029301,11.5058,0,0,6.007506,30.60539,11.73377,38.91264,1.673999,1.673999,5.643828,5.643828,8.376701,8.376701,0,0,0,3.939605,2.937078,0.482618,3.939605,0,0.3843945,1.331894,0,1.805381,7.486138,0,0.9188741,11.03294,0.9188741,6.931056,6.931056,2.932647,8.57946,0,11.02817,34.42234,11.03294,10.85013,0,6.975104,6.975104,21.37938,34.42234,26.97305,21.37938,0,2.201228,3.608824,3.608824,6.798205,0,2.714242,2.714242,3.459418,3.608824,0,1.934575,0,0,0,0,0,0,0,0.152168,6.044168,2.264839,2.264839,0.9533406,0.1568704,0,0,0,0,0,20.87137,0,30.34071,20.87137,36.54028,36.54028,23.63858,36.54028,23.63858,23.63858,7.486138,0,0,0,0,0,0.7885784,0,0,0,2.932647,0,0.588145,0,0,0,0,2.264839,13.73498,0,0,0,0,0,0,0,0,0,0,6.931056,0,0,0
2002-11-13,4.583036,9.215964,0,0,0,0,6.75,10.59392,0,0,0,0.3050139,0,0,0,11.25,0,2.586565,0,39.13765,16.87991,2.701225,2.701225,11.13782,11.13782,10.80306,10.80306,6.058399,0,0,0,0,0,0,0,0,0,0,0,3.332244,0,4.566526,36.331,4.566526,0,0,0,0,6.12,22.65882,37.31819,36.331,1.075659,0.3737078,0.2214319,0.2214319,37.50154,37.31819,25.80875,37.50154,0,0,0,0,0,0,0,0,2.007698,0,0,0,0,0,0,0,0,0,0,0,1.120773,13.78971,13.78971,0.5901632,51.76723,9.215964,0,0,22.54277,0,0,0,0.177431,0,5.345221,5.345221,0.3050139,5.345221,0.3050139,0.3050139,3.332244,2.113978,0,9.235153,9.235153,3.222244,8.948651,3.222244,0,0,0,0,0,0,0,0,0,13.78971,8.54203,0,0,0,2.113978,0,0,0,0,0,0,0,0,0,0
2002-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.651347,1.729979,3.316755,0,0,0,0,0.3466221,0.3466221,0,0,0,0,0,0,0,0,0,0,0,0,1.186827,0,7.991421,10.62892,7.991421,0,0,0,0,0,2.252784,94.93464,10.62892,0.1870712,0,0,0,20.78356,94.93464,2.280096,20.78356,0,17.42328,0,0,0,0,12.53243,12.53243,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032078,1.032078,0,0,0,0,0,0.1081188,0,0,0,0,0,0,0,0,0,0,0,1.186827,0,4.339227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032078,0,0,0,4.339227,0,0,0,0,0,0,0,0,0,0,0
2002-11-15,0,0,0,0,8.278315,8.278315,0,4.143995,12.10172,12.10172,3.291269,0,0,4.478344,12.10172,0,3.291269,5.506881,7.595902,5.866886,15.84342,0,0,0,0,0,0,0,0,0,0,6.228631,43.09779,0,0,0,0,11.38791,0,0,0,0,0,0,1.85254,1.85254,0,0,0,1.204978,3.169041,0,0,0.03114231,1.254781,1.254781,0,3.169041,0,0,2.169186,48.53895,2.611263,2.611263,0,0,24.42818,24.42818,11.95353,2.611263,0,0,0,0,0,0,0,0,0,0,6.004141,4.042307,4.042307,0,0,0,0,0,0,0,1.439405,7.532364,7.274673,1.439405,2.278291,2.278291,0,2.278291,0,0,0,0,0,0,0,35.91242,6.000053,35.91242,0,0,0,0,0,0,0,0.1601538,0,4.042307,5.230583,6.943884,6.943884,0,0,0,0,0,0,0,0,1.85254,0,0.1601538,0
2002-11-16,0,12.52214,0,0,0,0,0,0,5.042383,5.042383,4.723939,1.728412,3.052554,0.1133758,5.042383,0,4.723939,0,8.483015,0,3.731349,11.75604,11.75604,4.744812,4.744812,0,0,0,0,2.935187,21.63066,0,10.47281,21.63066,0,0,0,17.94833,0,5.158131,0,4.789283,2.890319,4.789283,6.675533,6.675533,11.73059,8.777143,0,1.204978,5.299948,2.890319,0,4.328782,0,0,8.797091,5.299948,1.018766,8.797091,30.58022,41.82334,17.04656,17.04656,10.40476,8.113296,21.5799,21.5799,12.57128,17.04656,2.935187,46.97653,33.83387,0,4.990157,2.671306,2.671306,2.671306,2.671306,2.358603,0,0,0,0,3.333496,12.52214,7.510152,21.03007,7.081781,14.40765,25.76535,9.267347,14.46063,25.76535,2.365917,2.365917,1.728412,2.365917,1.728412,1.728412,5.158131,0,5.002548,0,0,0,0,0,2.123631,15.03022,11.73059,69.76645,19.27809,57.1496,57.1496,52.13007,0,0,1.806244,0,0,5.002548,0,0,0,0,0,0,1.838651,6.675533,0,52.13007,15.03022
2002-11-17,0,5.661826,1.86313,1.86313,10.72109,10.72109,5.76,7.920377,47.53591,47.53591,53.66705,24.35028,40.44634,33.78599,47.53591,30.06,53.66705,6.841883,0,6.744412,12.97088,3.614315,3.614315,5.643828,5.643828,0,0,10.69887,4.853694,0,0,0,0,0,0,0,0,0,0,40.58035,0,33.83128,11.03294,33.83128,2.171944,2.171944,4.460928,0,0,11.68305,0,11.03294,3.694656,6.166178,0,0,0,0,1.45538,0,24.65464,14.9982,32.06865,32.06865,72.22694,44.34653,32.06827,32.06827,45.46664,32.06865,0,3.280367,26.53844,0.08475626,1.386155,0.6313996,0.6313996,0.6313996,0.6313996,8.217071,13.36922,11.95491,11.95491,0,0,5.661826,0,5.163297,0,0,81.83016,92.29261,36.41772,81.83016,24.09731,24.09731,24.35028,24.09731,24.35028,24.35028,40.58035,46.43933,17.90968,14.78724,14.78724,6.652374,4.045751,6.652374,0,0,4.460928,23.82547,11.95895,17.15191,17.15191,15.53492,0,11.95491,2.295435,54.90813,54.90813,17.90968,46.43933,0,0.7192923,7.438272,7.438272,0.7192923,8.23396,2.171944,0,15.53492,0
2002-11-18,0,10.41445,5.197152,5.197152,12.55318,12.55318,0.63,30.74577,3.621347,3.621347,0.3097665,26.38371,26.41633,9.807008,3.621347,0,0.3097665,10.47142,22.78771,13.5139,39.59376,10.99513,10.99513,21.47651,21.47651,35.00883,35.00883,28.5733,16.29684,4.101737,14.34611,14.12836,3.426588,14.34611,13.85058,11.53183,9.922613,0,3.159416,12.46168,13.60245,11.61123,16.87574,11.61123,0,0,14.66324,1.818687,0,10.05894,27.04613,16.87574,0.6079813,0.9654117,2.325035,2.325035,61.86002,27.04613,4.51168,61.86002,30.15697,34.5854,15.37418,15.37418,6.957787,9.803566,26.3382,26.3382,16.92644,15.37418,4.101737,8.242972,17.49846,0,0,0.4371228,0.4371228,0.4371228,0.4371228,0,28.69979,20.03952,20.03952,0,0,10.41445,0,16.4321,9.89287,0.097349,10.3997,11.80634,16.01315,10.3997,24.92976,24.92976,26.38371,24.92976,26.38371,26.38371,12.46168,18.68484,27.00271,38.91957,38.91957,4.36562,4.868615,4.36562,3.952314,4.060584,14.66324,8.777805,8.952875,10.26303,10.26303,17.45677,13.60245,20.03952,17.3851,12.60186,12.60186,27.00271,18.68484,4.030753,2.301735,0,0,2.301735,0,0,0,17.45677,4.060584
2002-11-19,0,0,0,0,0,0,0,13.03353,18.65681,18.65681,12.66171,18.14833,30.52554,28.45733,18.65681,9.36,12.66171,3.921567,0,27.75488,2.457952,1.027226,1.027226,0,0,3.870614,3.870614,0,3.407229,14.67594,11.26132,16.91352,22.82784,11.26132,19.28795,3.715813,0,36.9488,16.85022,4.519071,0,1.197321,7.241337,1.197321,4.407769,4.407769,0,0,0.36,18.46759,8.332394,7.241337,0,0,0,0,8.096127,8.332394,0,8.096127,31.9029,28.98906,2.963343,2.963343,5.393881,0,20.23953,20.23953,10.40914,2.963343,14.67594,0,0,0,0,0,0,0,0,0,7.204968,2.866884,2.866884,0,0,0,0.2589708,0,0,0,27.09679,27.08265,19.56177,27.09679,12.83729,12.83729,18.14833,12.83729,18.14833,18.14833,4.519071,0,3.924651,0.2748557,0.2748557,0,0,0,25.60155,18.78778,0,16.24464,3.659569,11.31745,11.31745,26.74569,0,2.866884,33.71656,4.0506,4.0506,3.924651,0,0,0.7192923,0,0,0.7192923,0,4.407769,0,26.74569,18.78778
2002-11-20,0,0,0,0,0,0,2.79,3.074577,38.32211,38.32211,24.47155,53.1741,44.20333,46.54077,38.32211,6.03,24.47155,9.803917,0,13.78969,4.88629,4.641542,4.641542,6.293118,6.293118,6.528049,6.528049,3.308488,3.953671,58.8919,17.2079,13.77388,45.75219,17.2079,22.41076,8.520744,6.726067,20.1764,18.6556,3.56048,1.781274,2.422486,1.926879,2.422486,32.16393,32.16393,2.147854,33.17128,39.87,14.59071,26.80025,1.926879,0,1.307977,0,0,2.067842,26.80025,0,2.067842,47.61626,20.07222,24.67496,24.67496,41.26797,7.529385,18.46355,18.46355,13.96122,24.67496,58.8919,35.41114,30.87341,51.02326,21.125,6.70255,6.70255,6.70255,6.70255,0,33.34299,11.89757,11.89757,0,0,0,0,0,0,0,7.44892,11.46781,10.73458,7.44892,47.75648,47.75648,53.1741,47.75648,53.1741,53.1741,3.56048,0,1.658303,0,0,0.05197167,2.365735,0.05197167,6.783822,7.090871,2.147854,17.66961,13.72338,26.00904,26.00904,26.74569,1.781274,11.89757,14.18654,0.4500666,0.4500666,1.658303,0,0.277983,0,0,0,0,0.07994136,32.16393,14.13,26.74569,7.090871
2002-11-21,3.614789,6.364388,1.76507,1.76507,27.68485,27.68485,1.53,28.13906,11.09324,11.09324,7.550559,0,1.643683,3.51465,11.09324,7.92,7.550559,15.39424,13.75025,4.763711,18.15331,0,0,0,0,0,0,7.261486,0,51.6292,30.25319,75.30061,59.31376,30.25319,79.65004,66.11585,52.47664,77.3016,88.99022,0.3195302,0,2.56171,5.345537,2.56171,5.014635,5.014635,2.147854,3.162935,2.43,13.98822,8.44167,5.345537,1.309498,0,1.882171,1.882171,13.00287,8.44167,0.1455381,13.00287,29.52208,31.63799,25.43781,25.43781,7.851448,36.63276,42.12102,42.12102,75.52034,25.43781,51.6292,35.03263,14.11507,14.9171,17.29921,18.50486,18.50486,18.50486,18.50486,1.978184,22.21532,23.7378,23.7378,0,1.451051,6.364388,2.719193,2.864311,0.3243564,6.327685,1.151524,21.45454,0,1.151524,0,0,0,0,0,0,0.3195302,20.59424,5.804062,0.2198846,0.2198846,15.12376,3.428602,15.12376,40.64394,45.63612,2.147854,3.419924,7.907283,5.342398,5.342398,5.365153,0,23.7378,3.650119,19.86723,19.86723,5.804062,20.59424,0.277983,0,0,0,0,0,5.014635,0,5.365153,45.63612
2002-11-22,0,0.4545991,0,0,27.95627,27.95627,14.94,9.958955,0,0,0,0,1.056653,0,0,3.51,0,21.40174,32.71228,2.908371,26.2379,3.005588,3.005588,3.845795,3.845795,0.1733111,0.1733111,0,0.4500114,0,6.764227,2.531964,0,6.764227,0,24.21685,3.52952,0,4.438227,3.606127,3.508569,0.8910295,0,0.8910295,7.410162,7.410162,6.195734,10.59583,0.72,9.246895,7.23962,0,0,0,0,0,14.82537,7.23962,0.3881015,14.82537,44.8651,28.57866,18.983,18.983,3.223562,2.304914,27.77909,27.77909,15.75271,18.983,0,0,0,0,0,0.6313996,0.6313996,0.6313996,0.6313996,5.287838,16.9717,12.04092,12.04092,0,0,0.4545991,0,4.522596,0,0,35.87716,75.06973,1.685595,35.87716,0,0,0,0,0,0,3.606127,2.454942,0.2211071,39.02952,39.02952,35.91242,2.125733,35.91242,0,22.90897,6.195734,0.2849936,4.639811,0,0,9.689306,3.508569,12.04092,16.93354,0,0,0.2211071,2.454942,0.6949574,0.5754339,9.98193,9.98193,0.5754339,6.994869,7.410162,4.32,9.689306,22.90897
2002-11-23,6.51953,6.405715,3.77529,3.77529,4.342722,4.342722,7.29,26.06707,0,0,24.08435,41.6344,9.9208,0,0,0,24.08435,2.252815,5.766232,46.20799,11.10521,39.71943,39.71943,13.63509,13.63509,11.32299,11.32299,6.359171,0.8035917,0.865504,14.49477,1.569818,0,14.49477,1.983903,14.67106,0,0,22.41681,11.50309,0,43.382,16.96897,43.382,7.090758,7.090758,26.39382,1.818687,0,35.38968,18.68641,16.96897,9.587399,0,13.32282,13.32282,6.589055,18.68641,0,6.589055,0,12.79697,38.72884,38.72884,27.67157,21.20521,7.941671,7.941671,22.82598,38.72884,0.865504,0,0,0,0,0,0,0,0,0,21.65493,29.41423,29.41423,4.766703,8.353348,6.405715,0,1.319091,0,0,19.86379,8.167113,28.47768,19.86379,54.54754,54.54754,41.6344,54.54754,41.6344,41.6344,11.50309,0,1.216089,0,0,0,0,0,0.4129283,0,26.39382,0.3419924,0,0.7732418,0.7732418,1.281231,0,29.41423,44.81744,0,0,1.216089,0,0,0,2.042634,2.042634,0,0,7.090758,0,1.281231,0
2002-11-24,2.130144,0,0,0,2.985621,2.985621,0,3.442189,0,0,0,0,1.878495,0,0,0,0,0,3.215783,17.85138,12.40822,5.021996,5.021996,14.58405,14.58405,9.589878,9.589878,0.04296737,47.99049,0,0,0.2531964,0,0,1.910425,0,0,0,0,4.564718,0,2.784467,1.460699,2.784467,0,0,0.2891342,0,0,3.195811,0,1.460699,13.74973,0,15.31571,15.31571,0,0,0.8247156,0,8.835464,13.02082,10.70911,10.70911,8.011031,0,13.73876,13.73876,2.718114,10.70911,0,0,0,0,0,0,0,0,0,0,2.761905,3.382924,3.382924,9.30642,8.274912,0,12.64641,0,2.75703,6.863105,4.390184,3.469965,8.561049,4.390184,1.533465,1.533465,0,1.533465,0,0,4.564718,0,0,0.05497115,0.05497115,0,0,0,0,0,0.2891342,0.4559898,6.861691,5.272103,5.272103,4.244077,0,3.382924,6.585266,0,0,0,0,0,0,0,0,0,0,0,0,4.244077,0
